,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
123,1500209-003,2012-05-01,0.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
124,1500209-003,2012-09-04,0.0,1500209,NITRATE (AS NO3),45.0,35.724861,-118.552225,-45.0,0,0,0,1,0,0,0,0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0
125,1500209-003,2012-10-01,0.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
126,1500209-003,2012-11-01,0.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
127,1500209-003,2012-11-01,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
128,1500209-003,2013-02-04,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
129,1500209-003,2013-04-15,0.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
130,1500209-003,2013-05-15,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
131,1500209-003,2013-08-01,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
132,1500209-003,2013-08-01,0.0,1500209,NITRATE (AS NO3),45.0,35.724861,-118.552225,-45.0,0,0,0,1,0,0,0,0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0
133,1500209-003,2013-10-17,0.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
134,1500209-003,2013-11-21,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
135,1500209-003,2014-02-03,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
136,1500209-003,2014-04-08,4.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
137,1500209-003,2014-05-01,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
138,1500209-003,2014-05-19,0.05,1500209,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.724861,-118.552225,-1.95,0,1,0,0,0,0,0,0,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
139,1500209-003,2014-05-19,2.0,1500209,ARSENIC,10.0,35.724861,-118.552225,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
140,1500209-003,2014-05-19,0.5,1500209,TETRACHLOROETHYLENE,5.0,35.724861,-118.552225,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
141,1500209-003,2014-05-19,0.6,1500209,NITRATE (AS NO3),45.0,35.724861,-118.552225,-44.4,0,0,0,1,0,0,0,0,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4
142,1500209-003,2014-05-19,4.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
143,1500209-003,2014-05-19,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
144,1500209-003,2014-08-04,0.52,1500209,NITRATE (AS NO3),45.0,35.724861,-118.552225,-44.48,0,0,0,1,0,0,0,0,-44.48,-44.48,-44.48,-44.48,-44.48,-44.48,-44.48,-44.48
145,1500209-003,2014-08-04,0.0,1500209,GROSS ALPHA,15.0,35.724861,-118.552225,-15.0,0,0,1,0,0,0,0,0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0
146,1500209-003,2014-09-02,0.05,1500209,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.724861,-118.552225,-1.95,0,1,0,0,0,0,0,0,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
147,1500209-003,2014-09-02,2.0,1500209,ARSENIC,10.0,35.724861,-118.552225,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
148,1500209-003,2014-09-02,0.55,1500209,NITRATE (AS NO3),45.0,35.724861,-118.552225,-44.45,0,0,0,1,0,0,0,0,-44.45,-44.45,-44.45,-44.45,-44.45,-44.45,-44.45,-44.45
149,1500209-003,2017-05-22,4.0,1500209,PERCHLORATE,6.0,35.724861,-118.552225,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
150,1500209-003,2017-09-06,0.05,1500209,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.724861,-118.552225,-1.95,0,1,0,0,0,0,0,0,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
151,1500209-003,2017-09-06,2.0,1500209,ARSENIC,10.0,35.724861,-118.552225,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
152,1500211-001,2012-09-10,2.5,1500211,NITRATE (AS NO3),45.0,35.343574,-119.079731,-42.5,0,0,0,1,0,0,0,0,-42.5,-42.5,-42.5,-42.5,-42.5,-42.5,-42.5,-42.5
153,1500211-001,2013-08-05,3.8,1500211,NITRATE (AS NO3),45.0,35.343574,-119.079731,-41.2,0,0,0,1,0,0,0,0,-41.2,-41.2,-41.2,-41.2,-41.2,-41.2,-41.2,-41.2
154,1500211-001,2014-07-02,0.2,1500211,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343574,-119.079731,-1.8,0,1,0,0,0,0,0,0,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8
155,1500211-001,2014-07-02,2.0,1500211,ARSENIC,10.0,35.343574,-119.079731,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
156,1500211-001,2014-07-02,3.1,1500211,NITRATE (AS NO3),45.0,35.343574,-119.079731,-41.9,0,0,0,1,0,0,0,0,-41.9,-41.9,-41.9,-41.9,-41.9,-41.9,-41.9,-41.9
157,1500211-001,2014-11-04,4.0,1500211,PERCHLORATE,6.0,35.343574,-119.079731,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
158,1500211-001,2015-02-09,0.5,1500211,TETRACHLOROETHYLENE,5.0,35.343574,-119.079731,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
159,1500211-001,2015-10-22,3.2,1500211,NITRATE (AS NO3),45.0,35.343574,-119.079731,-41.8,0,0,0,1,0,0,0,0,-41.8,-41.8,-41.8,-41.8,-41.8,-41.8,-41.8,-41.8
160,1500211-001,2015-10-22,3.07,1500211,GROSS ALPHA,15.0,35.343574,-119.079731,-11.93,0,0,1,0,0,0,0,0,-11.93,-11.93,-11.93,-11.93,-11.93,-11.93,-11.93,-11.93
161,1500211-001,2017-06-08,0.2,1500211,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343574,-119.079731,-1.8,0,1,0,0,0,0,0,0,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8
162,1500211-001,2017-06-08,2.0,1500211,ARSENIC,10.0,35.343574,-119.079731,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
163,1500211-001,2017-06-08,4.0,1500211,PERCHLORATE,6.0,35.343574,-119.079731,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
164,1500211-002,2012-10-01,2.7,1500211,NITRATE (AS NO3),45.0,35.343636,-119.077014,-42.3,0,0,0,1,0,0,0,0,-42.3,-42.3,-42.3,-42.3,-42.3,-42.3,-42.3,-42.3
165,1500211-002,2013-04-02,0.2,1500211,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343636,-119.077014,-1.8,0,1,0,0,0,0,0,0,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8
166,1500211-002,2013-04-02,0.0,1500211,ARSENIC,10.0,35.343636,-119.077014,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
167,1500211-002,2013-04-02,3.0,1500211,NITRATE (AS NO3),45.0,35.343636,-119.077014,-42.0,0,0,0,1,0,0,0,0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0,-42.0
168,1500211-002,2013-08-05,12.0,1500211,NITRATE (AS NO3),45.0,35.343636,-119.077014,-33.0,0,0,0,1,0,0,0,0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
169,1500211-002,2013-08-05,0.0,1500211,PERCHLORATE,6.0,35.343636,-119.077014,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
170,1500211-002,2014-07-02,17.0,1500211,NITRATE (AS NO3),45.0,35.343636,-119.077014,-28.0,0,0,0,1,0,0,0,0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0,-28.0
171,1500211-002,2014-10-02,3.86,1500211,GROSS ALPHA,15.0,35.343636,-119.077014,-11.14,0,0,1,0,0,0,0,0,-11.14,-11.14,-11.14,-11.14,-11.14,-11.14,-11.14,-11.14
172,1500211-002,2015-02-09,0.5,1500211,TETRACHLOROETHYLENE,5.0,35.343636,-119.077014,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
173,1500211-002,2015-12-03,7.3,1500211,NITRATE (AS NO3),45.0,35.343636,-119.077014,-37.7,0,0,0,1,0,0,0,0,-37.7,-37.7,-37.7,-37.7,-37.7,-37.7,-37.7,-37.7
174,1500211-002,2015-12-03,3.58,1500211,GROSS ALPHA,15.0,35.343636,-119.077014,-11.42,0,0,1,0,0,0,0,0,-11.42,-11.42,-11.42,-11.42,-11.42,-11.42,-11.42,-11.42
175,1500211-002,2016-08-03,0.18,1500211,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343636,-119.077014,-1.82,0,1,0,0,0,0,0,0,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82
176,1500211-002,2016-08-03,2.0,1500211,ARSENIC,10.0,35.343636,-119.077014,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
177,1500211-002,2016-08-17,0.15,1500211,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343636,-119.077014,-1.85,0,1,0,0,0,0,0,0,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85,-1.85
178,1500211-002,2016-08-17,2.0,1500211,ARSENIC,10.0,35.343636,-119.077014,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
179,1500211-002,2016-08-17,4.0,1500211,PERCHLORATE,6.0,35.343636,-119.077014,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
180,1500216-002,2012-04-17,0.44,1500216,NITRATE (AS NO3),45.0,35.055108,-119.033187,-44.56,0,0,0,1,0,0,0,0,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56
181,1500216-002,2013-03-19,0.48,1500216,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.055108,-119.033187,-1.52,0,1,0,0,0,0,0,0,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52
182,1500216-002,2013-03-19,5.6,1500216,ARSENIC,10.0,35.055108,-119.033187,-4.4,1,0,0,0,0,0,0,0,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
183,1500216-002,2013-03-19,0.44,1500216,NITRATE (AS NO3),45.0,35.055108,-119.033187,-44.56,0,0,0,1,0,0,0,0,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56
184,1500216-002,2013-11-19,4.0,1500216,PERCHLORATE,6.0,35.055108,-119.033187,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
185,1500216-002,2014-01-14,0.5,1500216,TETRACHLOROETHYLENE,5.0,35.055108,-119.033187,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
186,1500216-002,2014-03-11,0.44,1500216,NITRATE (AS NO3),45.0,35.055108,-119.033187,-44.56,0,0,0,1,0,0,0,0,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56
187,1500216-002,2015-04-07,0.44,1500216,NITRATE (AS NO3),45.0,35.055108,-119.033187,-44.56,0,0,0,1,0,0,0,0,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56,-44.56
188,1500216-002,2016-04-06,0.35,1500216,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.055108,-119.033187,-1.65,0,1,0,0,0,0,0,0,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65,-1.65
189,1500216-002,2016-04-06,6.4,1500216,ARSENIC,10.0,35.055108,-119.033187,-3.5999999999999996,1,0,0,0,0,0,0,0,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996,-3.5999999999999996
190,1500216-002,2016-11-22,4.0,1500216,PERCHLORATE,6.0,35.055108,-119.033187,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
191,1500216-002,2017-03-16,8.56,1500216,GROSS ALPHA,15.0,35.055108,-119.033187,-6.4399999999999995,0,0,1,0,0,0,0,0,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995,-6.4399999999999995
192,1500216-002,2017-06-01,6.04,1500216,GROSS ALPHA,15.0,35.055108,-119.033187,-8.96,0,0,1,0,0,0,0,0,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96
193,1500216-002,2017-09-05,5.03,1500216,GROSS ALPHA,15.0,35.055108,-119.033187,-9.969999999999999,0,0,1,0,0,0,0,0,-9.969999999999999,-9.969999999999999,-9.969999999999999,-9.969999999999999,-9.969999999999999,-9.969999999999999,-9.969999999999999,-9.969999999999999
194,1500216-002,2017-12-05,3.52,1500216,GROSS ALPHA,15.0,35.055108,-119.033187,-11.48,0,0,1,0,0,0,0,0,-11.48,-11.48,-11.48,-11.48,-11.48,-11.48,-11.48,-11.48
195,1500231-001,2012-01-09,4.8,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.2,1,0,0,0,0,0,0,0,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2
196,1500231-001,2012-01-09,34.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-11.0,0,0,0,1,0,0,0,0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0
197,1500231-001,2012-04-09,33.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-12.0,0,0,0,1,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
198,1500231-001,2012-06-29,7.82,1500231,GROSS ALPHA,15.0,35.343104,-118.926296,-7.18,0,0,1,0,0,0,0,0,-7.18,-7.18,-7.18,-7.18,-7.18,-7.18,-7.18,-7.18
199,1500231-001,2012-07-02,7.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-2.9000000000000004,1,0,0,0,0,0,0,0,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004
200,1500231-001,2012-09-11,6.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-3.9000000000000004,1,0,0,0,0,0,0,0,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004
201,1500231-001,2012-09-11,40.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-5.0,0,0,0,1,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
202,1500231-001,2012-10-01,4.6,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.4,1,0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4
203,1500231-001,2012-11-26,37.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-8.0,0,0,0,1,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
204,1500231-001,2013-01-24,7.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-2.9000000000000004,1,0,0,0,0,0,0,0,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004,-2.9000000000000004
205,1500231-001,2013-01-24,12.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-33.0,0,0,0,1,0,0,0,0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
206,1500231-001,2013-01-29,7.5,1500231,ARSENIC,10.0,35.343104,-118.926296,-2.5,1,0,0,0,0,0,0,0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5
207,1500231-001,2013-01-29,35.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-10.0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
208,1500231-001,2013-03-26,4.0,1500231,PERCHLORATE,6.0,35.343104,-118.926296,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
209,1500231-001,2013-04-08,5.7,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.3,1,0,0,0,0,0,0,0,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3
210,1500231-001,2013-04-08,36.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-9.0,0,0,0,1,0,0,0,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
211,1500231-001,2013-07-13,4.6,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.4,1,0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4
212,1500231-001,2014-03-10,5.0,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.0,1,0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
213,1500231-001,2014-03-10,6.1,1500231,URANIUM (PCI/L),20.0,35.343104,-118.926296,-13.9,0,0,0,0,0,0,1,0,-13.9,-13.9,-13.9,-13.9,-13.9,-13.9,-13.9,-13.9
214,1500231-001,2014-03-10,35.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-10.0,0,0,0,1,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
215,1500231-001,2014-04-17,4.8,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.2,1,0,0,0,0,0,0,0,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2
216,1500231-001,2014-04-17,34.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-11.0,0,0,0,1,0,0,0,0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0
217,1500231-001,2014-07-14,4.3,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.7,1,0,0,0,0,0,0,0,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7
218,1500231-001,2014-07-14,27.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-18.0,0,0,0,1,0,0,0,0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0
219,1500231-001,2014-09-02,0.14,1500231,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343104,-118.926296,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
220,1500231-001,2014-09-02,7.3,1500231,ARSENIC,10.0,35.343104,-118.926296,-2.7,1,0,0,0,0,0,0,0,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7
221,1500231-001,2014-09-02,26.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-19.0,0,0,0,1,0,0,0,0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0
222,1500231-001,2014-10-13,4.6,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.4,1,0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4
223,1500231-001,2015-01-21,5.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.9,1,0,0,0,0,0,0,0,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9
224,1500231-001,2015-01-21,36.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-9.0,0,0,0,1,0,0,0,0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
225,1500231-001,2015-04-06,5.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.9,1,0,0,0,0,0,0,0,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9,-4.9
226,1500231-001,2015-04-06,37.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-8.0,0,0,0,1,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
227,1500231-001,2015-07-06,6.0,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.0,1,0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
228,1500231-001,2015-07-06,38.0,1500231,NITRATE (AS NO3),45.0,35.343104,-118.926296,-7.0,0,0,0,1,0,0,0,0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
229,1500231-001,2015-10-12,4.5,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.5,1,0,0,0,0,0,0,0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5
230,1500231-001,2016-01-04,6.0,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.0,1,0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
231,1500231-001,2016-04-05,5.3,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.7,1,0,0,0,0,0,0,0,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7,-4.7
232,1500231-001,2016-04-05,6.0,1500231,URANIUM (PCI/L),20.0,35.343104,-118.926296,-14.0,0,0,0,0,0,0,1,0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0
233,1500231-001,2016-04-05,6.04,1500231,GROSS ALPHA,15.0,35.343104,-118.926296,-8.96,0,0,1,0,0,0,0,0,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96,-8.96
234,1500231-001,2016-05-02,4.0,1500231,PERCHLORATE,6.0,35.343104,-118.926296,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
235,1500231-001,2016-07-14,6.0,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.0,1,0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
236,1500231-001,2016-10-17,8.7,1500231,ARSENIC,10.0,35.343104,-118.926296,-1.3000000000000007,1,0,0,0,0,0,0,0,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007,-1.3000000000000007
237,1500231-001,2017-01-02,5.0,1500231,ARSENIC,10.0,35.343104,-118.926296,-5.0,1,0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
238,1500231-001,2017-10-02,0.14,1500231,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.343104,-118.926296,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
239,1500231-001,2017-10-02,6.1,1500231,ARSENIC,10.0,35.343104,-118.926296,-3.9000000000000004,1,0,0,0,0,0,0,0,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004,-3.9000000000000004
240,1500231-001,2017-10-02,0.5,1500231,TETRACHLOROETHYLENE,5.0,35.343104,-118.926296,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
241,1500231-001,2018-01-29,5.5,1500231,ARSENIC,10.0,35.343104,-118.926296,-4.5,1,0,0,0,0,0,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
242,1500231-001,2018-07-02,2.5,1500231,ARSENIC,10.0,35.343104,-118.926296,-7.5,1,0,0,0,0,0,0,0,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5
243,1500231-002,2012-11-26,38.0,1500231,NITRATE (AS NO3),45.0,35.340615,-118.929647,-7.0,0,0,0,1,0,0,0,0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0
