,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
8847,1510003-089,2014-10-07,4.552,1510003,ARSENIC,10.0,35.319765,-119.021597,-5.448,1,0,0,0,0,0,0,0,-5.448,-5.448,-5.448,-5.448,-5.448,-5.448,-5.448,-5.448
8848,1510003-089,2014-10-07,0.488,1510003,URANIUM (PCI/L),20.0,35.319765,-119.021597,-19.512,0,0,0,0,0,0,1,0,-19.512,-19.512,-19.512,-19.512,-19.512,-19.512,-19.512,-19.512
8849,1510003-089,2014-10-07,3.0,1510003,GROSS ALPHA,15.0,35.319765,-119.021597,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
8850,1510003-089,2014-10-07,0.18,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.319765,-119.021597,-1.82,0,1,0,0,0,0,0,0,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82,-1.82
8851,1510003-089,2014-10-07,4.3,1510003,ARSENIC,10.0,35.319765,-119.021597,-5.7,1,0,0,0,0,0,0,0,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7,-5.7
8852,1510003-089,2014-10-07,4.4,1510003,NITRATE (AS NO3),45.0,35.319765,-119.021597,-40.6,0,0,0,1,0,0,0,0,-40.6,-40.6,-40.6,-40.6,-40.6,-40.6,-40.6,-40.6
8853,1510003-089,2014-12-10,4.204,1510003,NITRATE (AS NO3),45.0,35.319765,-119.021597,-40.796,0,0,0,1,0,0,0,0,-40.796,-40.796,-40.796,-40.796,-40.796,-40.796,-40.796,-40.796
8854,1510003-089,2015-04-28,2.464,1510003,NITRATE (AS NO3),45.0,35.319765,-119.021597,-42.536,0,0,0,1,0,0,0,0,-42.536,-42.536,-42.536,-42.536,-42.536,-42.536,-42.536,-42.536
8855,1510003-089,2015-05-12,0.5,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
8856,1510003-089,2015-06-08,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8857,1510003-089,2015-07-09,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8858,1510003-089,2015-08-06,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8859,1510003-089,2015-09-10,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8860,1510003-089,2015-10-08,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8861,1510003-089,2016-05-02,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8862,1510003-089,2016-06-15,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8863,1510003-089,2016-07-12,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8864,1510003-089,2016-08-08,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8865,1510003-089,2016-09-15,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8866,1510003-089,2016-10-12,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8867,1510003-089,2017-04-13,0.092,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.319765,-119.021597,-1.908,0,1,0,0,0,0,0,0,-1.908,-1.908,-1.908,-1.908,-1.908,-1.908,-1.908,-1.908
8868,1510003-089,2017-04-13,4.2,1510003,ARSENIC,10.0,35.319765,-119.021597,-5.8,1,0,0,0,0,0,0,0,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8,-5.8
8869,1510003-089,2017-04-17,4.0,1510003,PERCHLORATE,6.0,35.319765,-119.021597,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8870,1510003-089,2017-05-09,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8871,1510003-089,2017-06-27,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8872,1510003-089,2017-07-10,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8873,1510003-089,2017-08-08,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8874,1510003-089,2017-09-07,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8875,1510003-089,2017-10-02,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8876,1510003-089,2018-05-11,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8877,1510003-089,2018-06-26,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8878,1510003-089,2018-07-11,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8879,1510003-089,2018-08-09,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.319765,-119.021597,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8880,1510003-091,2012-06-05,4.8,1510003,ARSENIC,10.0,35.339213,-118.992194,-5.2,1,0,0,0,0,0,0,0,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2
8881,1510003-091,2012-06-05,0.64,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.36,0,0,0,0,0,1,0,0,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
8882,1510003-091,2012-07-23,4.0,1510003,PERCHLORATE,6.0,35.339213,-118.992194,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8883,1510003-091,2012-07-23,0.14,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.339213,-118.992194,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
8884,1510003-091,2012-07-23,5.0,1510003,ARSENIC,10.0,35.339213,-118.992194,-5.0,1,0,0,0,0,0,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8885,1510003-091,2012-07-23,12.0,1510003,NITRATE (AS NO3),45.0,35.339213,-118.992194,-33.0,0,0,0,1,0,0,0,0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
8886,1510003-091,2012-07-24,4.6,1510003,ARSENIC,10.0,35.339213,-118.992194,-5.4,1,0,0,0,0,0,0,0,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4,-5.4
8887,1510003-091,2012-07-24,1.7,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-18.3,0,0,0,0,0,0,1,0,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3,-18.3
8888,1510003-091,2012-07-31,3.0,1510003,GROSS ALPHA,15.0,35.339213,-118.992194,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
8889,1510003-091,2012-08-07,0.6,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.4,0,0,0,0,0,1,0,0,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4,-4.4
8890,1510003-091,2012-10-10,5.15,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.85,1,0,0,0,0,0,0,0,-4.85,-4.85,-4.85,-4.85,-4.85,-4.85,-4.85,-4.85
8891,1510003-091,2012-10-23,0.72,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.28,0,0,0,0,0,1,0,0,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28
8892,1510003-091,2012-10-30,1.0,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.0,0,0,0,0,0,1,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
8893,1510003-091,2013-06-04,5.506,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.494,1,0,0,0,0,0,0,0,-4.494,-4.494,-4.494,-4.494,-4.494,-4.494,-4.494,-4.494
8894,1510003-091,2013-07-10,5.883,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.117,1,0,0,0,0,0,0,0,-4.117,-4.117,-4.117,-4.117,-4.117,-4.117,-4.117,-4.117
8895,1510003-091,2013-07-18,0.75,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.25,0,0,0,0,0,1,0,0,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25,-4.25
8896,1510003-091,2013-07-23,12.568,1510003,NITRATE (AS NO3),45.0,35.339213,-118.992194,-32.432,0,0,0,1,0,0,0,0,-32.432,-32.432,-32.432,-32.432,-32.432,-32.432,-32.432,-32.432
8897,1510003-091,2013-10-08,5.719,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.281,1,0,0,0,0,0,0,0,-4.281,-4.281,-4.281,-4.281,-4.281,-4.281,-4.281,-4.281
8898,1510003-091,2014-04-30,0.78,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.22,0,0,0,0,0,1,0,0,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22,-4.22
8899,1510003-091,2014-07-08,4.821,1510003,ARSENIC,10.0,35.339213,-118.992194,-5.179,1,0,0,0,0,0,0,0,-5.179,-5.179,-5.179,-5.179,-5.179,-5.179,-5.179,-5.179
8900,1510003-091,2014-07-08,1.598,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-18.402,0,0,0,0,0,0,1,0,-18.402,-18.402,-18.402,-18.402,-18.402,-18.402,-18.402,-18.402
8901,1510003-091,2014-07-08,13.258,1510003,NITRATE (AS NO3),45.0,35.339213,-118.992194,-31.742,0,0,0,1,0,0,0,0,-31.742,-31.742,-31.742,-31.742,-31.742,-31.742,-31.742,-31.742
8902,1510003-091,2014-07-23,0.58,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.42,0,0,0,0,0,1,0,0,-4.42,-4.42,-4.42,-4.42,-4.42,-4.42,-4.42,-4.42
8903,1510003-091,2014-10-07,5.234,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.766,1,0,0,0,0,0,0,0,-4.766,-4.766,-4.766,-4.766,-4.766,-4.766,-4.766,-4.766
8904,1510003-091,2014-10-07,1.555,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-18.445,0,0,0,0,0,0,1,0,-18.445,-18.445,-18.445,-18.445,-18.445,-18.445,-18.445,-18.445
8905,1510003-091,2014-10-20,0.59,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-4.41,0,0,0,0,0,1,0,0,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41,-4.41
8906,1510003-091,2015-01-12,5.94,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.06,1,0,0,0,0,0,0,0,-4.06,-4.06,-4.06,-4.06,-4.06,-4.06,-4.06,-4.06
8907,1510003-091,2015-01-12,1.09,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-18.91,0,0,0,0,0,0,1,0,-18.91,-18.91,-18.91,-18.91,-18.91,-18.91,-18.91,-18.91
8908,1510003-091,2015-09-29,6.074,1510003,ARSENIC,10.0,35.339213,-118.992194,-3.926,1,0,0,0,0,0,0,0,-3.926,-3.926,-3.926,-3.926,-3.926,-3.926,-3.926,-3.926
8909,1510003-091,2015-09-29,0.0,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-20.0,0,0,0,0,0,0,1,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
8910,1510003-091,2015-10-05,0.11,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.339213,-118.992194,-1.89,0,1,0,0,0,0,0,0,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89,-1.89
8911,1510003-091,2015-10-05,6.0,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.0,1,0,0,0,0,0,0,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
8912,1510003-091,2015-10-06,6.267,1510003,ARSENIC,10.0,35.339213,-118.992194,-3.7329999999999997,1,0,0,0,0,0,0,0,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997,-3.7329999999999997
8913,1510003-091,2015-10-06,4.0,1510003,PERCHLORATE,6.0,35.339213,-118.992194,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8914,1510003-091,2016-12-14,6.693,1510003,ARSENIC,10.0,35.339213,-118.992194,-3.3070000000000004,1,0,0,0,0,0,0,0,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004,-3.3070000000000004
8915,1510003-091,2016-12-14,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8916,1510003-091,2018-06-25,5.715,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.285,1,0,0,0,0,0,0,0,-4.285,-4.285,-4.285,-4.285,-4.285,-4.285,-4.285,-4.285
8917,1510003-091,2018-06-25,0.0,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-20.0,0,0,0,0,0,0,1,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
8918,1510003-091,2018-07-10,5.785,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.215,1,0,0,0,0,0,0,0,-4.215,-4.215,-4.215,-4.215,-4.215,-4.215,-4.215,-4.215
8919,1510003-091,2018-07-16,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.339213,-118.992194,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8920,1510003-091,2018-07-16,0.0,1510003,URANIUM (PCI/L),20.0,35.339213,-118.992194,-20.0,0,0,0,0,0,0,1,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
8921,1510003-091,2018-07-16,4.0,1510003,PERCHLORATE,6.0,35.339213,-118.992194,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8922,1510003-091,2018-07-24,0.1,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.339213,-118.992194,-1.9,0,1,0,0,0,0,0,0,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9
8923,1510003-091,2018-07-24,5.4,1510003,ARSENIC,10.0,35.339213,-118.992194,-4.6,1,0,0,0,0,0,0,0,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
8924,1510003-092,2012-08-30,4.0,1510003,PERCHLORATE,6.0,35.378384,-119.026769,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8925,1510003-092,2012-08-30,0.13,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.378384,-119.026769,-1.87,0,1,0,0,0,0,0,0,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87
8926,1510003-092,2012-08-30,0.0,1510003,ARSENIC,10.0,35.378384,-119.026769,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
8927,1510003-092,2012-08-30,2.3,1510003,NITRATE (AS NO3),45.0,35.378384,-119.026769,-42.7,0,0,0,1,0,0,0,0,-42.7,-42.7,-42.7,-42.7,-42.7,-42.7,-42.7,-42.7
8928,1510003-092,2013-08-27,1.625,1510003,NITRATE (AS NO3),45.0,35.378384,-119.026769,-43.375,0,0,0,1,0,0,0,0,-43.375,-43.375,-43.375,-43.375,-43.375,-43.375,-43.375,-43.375
8929,1510003-092,2015-09-10,0.074,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.378384,-119.026769,-1.926,0,1,0,0,0,0,0,0,-1.926,-1.926,-1.926,-1.926,-1.926,-1.926,-1.926,-1.926
8930,1510003-092,2015-09-10,2.0,1510003,ARSENIC,10.0,35.378384,-119.026769,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8931,1510003-092,2015-10-06,3.0,1510003,GROSS ALPHA,15.0,35.378384,-119.026769,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
8932,1510003-092,2015-10-06,4.0,1510003,PERCHLORATE,6.0,35.378384,-119.026769,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8933,1510003-092,2015-10-06,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.378384,-119.026769,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8934,1510003-092,2018-07-11,0.13,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.378384,-119.026769,-1.87,0,1,0,0,0,0,0,0,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87
8935,1510003-092,2018-07-11,2.0,1510003,ARSENIC,10.0,35.378384,-119.026769,-8.0,1,0,0,0,0,0,0,0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0
8936,1510003-092,2018-07-12,4.0,1510003,PERCHLORATE,6.0,35.378384,-119.026769,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8937,1510003-092,2018-07-23,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.378384,-119.026769,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8938,1510003-094,2012-05-09,0.21,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.318287,-119.017329,-1.79,0,1,0,0,0,0,0,0,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79,-1.79
8939,1510003-094,2012-05-09,0.0,1510003,ARSENIC,10.0,35.318287,-119.017329,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
8940,1510003-094,2012-05-09,12.0,1510003,NITRATE (AS NO3),45.0,35.318287,-119.017329,-33.0,0,0,0,1,0,0,0,0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0,-33.0
8941,1510003-094,2012-05-09,2.3,1510003,URANIUM (PCI/L),20.0,35.318287,-119.017329,-17.7,0,0,0,0,0,0,1,0,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7,-17.7
8942,1510003-094,2012-05-09,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.318287,-119.017329,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8943,1510003-094,2012-05-09,0.0,1510003,PERCHLORATE,6.0,35.318287,-119.017329,-6.0,0,0,0,0,1,0,0,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
8944,1510003-094,2012-05-09,3.0,1510003,GROSS ALPHA,15.0,35.318287,-119.017329,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
8945,1510003-094,2012-05-23,10.802,1510003,NITRATE (AS NO3),45.0,35.318287,-119.017329,-34.198,0,0,0,1,0,0,0,0,-34.198,-34.198,-34.198,-34.198,-34.198,-34.198,-34.198,-34.198
8946,1510003-094,2013-07-29,11.165,1510003,NITRATE (AS NO3),45.0,35.318287,-119.017329,-33.835,0,0,0,1,0,0,0,0,-33.835,-33.835,-33.835,-33.835,-33.835,-33.835,-33.835,-33.835
8947,1510003-094,2014-07-01,9.883,1510003,NITRATE (AS NO3),45.0,35.318287,-119.017329,-35.117000000000004,0,0,0,1,0,0,0,0,-35.117000000000004,-35.117000000000004,-35.117000000000004,-35.117000000000004,-35.117000000000004,-35.117000000000004,-35.117000000000004,-35.117000000000004
8948,1510003-094,2015-12-10,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.318287,-119.017329,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8949,1510003-094,2015-12-10,0.14,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.318287,-119.017329,-1.8599999999999999,0,1,0,0,0,0,0,0,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999,-1.8599999999999999
8950,1510003-094,2015-12-10,2.7,1510003,ARSENIC,10.0,35.318287,-119.017329,-7.3,1,0,0,0,0,0,0,0,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3,-7.3
8951,1510003-094,2015-12-10,4.0,1510003,PERCHLORATE,6.0,35.318287,-119.017329,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8952,1510003-094,2018-04-23,0.0,1510003,TETRACHLOROETHYLENE,5.0,35.318287,-119.017329,-5.0,0,0,0,0,0,1,0,0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
8953,1510003-094,2018-04-23,4.0,1510003,PERCHLORATE,6.0,35.318287,-119.017329,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
8954,1510003-094,2018-04-23,3.0,1510003,GROSS ALPHA,15.0,35.318287,-119.017329,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
8955,1510003-094,2018-04-23,0.12,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.318287,-119.017329,-1.88,0,1,0,0,0,0,0,0,-1.88,-1.88,-1.88,-1.88,-1.88,-1.88,-1.88,-1.88
8956,1510003-094,2018-04-23,2.4,1510003,ARSENIC,10.0,35.318287,-119.017329,-7.6,1,0,0,0,0,0,0,0,-7.6,-7.6,-7.6,-7.6,-7.6,-7.6,-7.6,-7.6
8957,1510003-095,2012-05-23,0.0,1510003,URANIUM (PCI/L),20.0,35.323087,-119.030344,-20.0,0,0,0,0,0,0,1,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
8958,1510003-095,2012-05-30,0.13,1510003,FLUORIDE (F) (NATURAL-SOURCE),2.0,35.323087,-119.030344,-1.87,0,1,0,0,0,0,0,0,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87,-1.87
8959,1510003-095,2012-05-30,0.0,1510003,ARSENIC,10.0,35.323087,-119.030344,-10.0,1,0,0,0,0,0,0,0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
8960,1510003-095,2012-05-30,0.0,1510003,NITRATE (AS NO3),45.0,35.323087,-119.030344,-45.0,0,0,0,1,0,0,0,0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0
8961,1510003-095,2012-06-05,2.84,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.16,0,0,0,0,0,1,0,0,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16,-2.16
8962,1510003-095,2012-07-05,2.49,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.51,0,0,0,0,0,1,0,0,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51,-2.51
8963,1510003-095,2012-08-06,16.935,1510003,NITRATE (AS NO3),45.0,35.323087,-119.030344,-28.065,0,0,0,1,0,0,0,0,-28.065,-28.065,-28.065,-28.065,-28.065,-28.065,-28.065,-28.065
8964,1510003-095,2012-08-06,2.52,1510003,TETRACHLOROETHYLENE,5.0,35.323087,-119.030344,-2.48,0,0,0,0,0,1,0,0,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48,-2.48
8965,1510003-095,2012-08-13,2.1,1510003,URANIUM (PCI/L),20.0,35.323087,-119.030344,-17.9,0,0,0,0,0,0,1,0,-17.9,-17.9,-17.9,-17.9,-17.9,-17.9,-17.9,-17.9
8966,1510003-095,2012-08-15,3.0,1510003,GROSS ALPHA,15.0,35.323087,-119.030344,-12.0,0,0,1,0,0,0,0,0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0
